t,x,y,vx,vy,r
 0.00100,   0.99996,   0.00500,  -0.03948,   5.00000,   0.99997
 0.00200,   0.99988,   0.01000,  -0.07896,   4.99980,   0.99993
 0.00300,   0.99976,   0.01500,  -0.11844,   4.99941,   0.99988
 0.00400,   0.99961,   0.02000,  -0.15792,   4.99882,   0.99981
 0.00500,   0.99941,   0.02500,  -0.19741,   4.99803,   0.99972
 0.00600,   0.99917,   0.02999,  -0.23690,   4.99704,   0.99962
 0.00700,   0.99889,   0.03499,  -0.27639,   4.99585,   0.99951
 0.00800,   0.99858,   0.03998,  -0.31588,   4.99447,   0.99938
 0.00900,   0.99822,   0.04498,  -0.35538,   4.99289,   0.99924
 0.01000,   0.99783,   0.04997,  -0.39488,   4.99111,   0.99908
 0.01100,   0.99739,   0.05496,  -0.43438,   4.98913,   0.99891
 0.01200,   0.99692,   0.05994,  -0.47388,   4.98695,   0.99872
 0.01300,   0.99641,   0.06493,  -0.51339,   4.98458,   0.99852
 0.01400,   0.99585,   0.06991,  -0.55290,   4.98200,   0.99830
 0.01500,   0.99526,   0.07489,  -0.59242,   4.97923,   0.99808
 0.01600,   0.99463,   0.07987,  -0.63194,   4.97626,   0.99783
 0.01700,   0.99396,   0.08484,  -0.67146,   4.97308,   0.99757
 0.01800,   0.99325,   0.08981,  -0.71099,   4.96971,   0.99730
 0.01900,   0.99250,   0.09477,  -0.75052,   4.96613,   0.99701
 0.02000,   0.99171,   0.09974,  -0.79005,   4.96236,   0.99671
 0.02100,   0.99088,   0.10470,  -0.82960,   4.95838,   0.99639
 0.02200,   0.99001,   0.10965,  -0.86914,   4.95421,   0.99606
 0.02300,   0.98910,   0.11460,  -0.90869,   4.94982,   0.99572
 0.02400,   0.98815,   0.11954,  -0.94824,   4.94524,   0.99536
 0.02500,   0.98716,   0.12448,  -0.98780,   4.94046,   0.99498
 0.02600,   0.98614,   0.12942,  -1.02737,   4.93547,   0.99459
 0.02700,   0.98507,   0.13435,  -1.06694,   4.93027,   0.99419
 0.02800,   0.98396,   0.13928,  -1.10651,   4.92488,   0.99377
 0.02900,   0.98282,   0.14419,  -1.14609,   4.91927,   0.99334
 0.03000,   0.98163,   0.14911,  -1.18568,   4.91347,   0.99289
 0.03100,   0.98041,   0.15402,  -1.22527,   4.90745,   0.99243
 0.03200,   0.97914,   0.15892,  -1.26487,   4.90123,   0.99195
 0.03300,   0.97784,   0.16381,  -1.30447,   4.89480,   0.99146
 0.03400,   0.97649,   0.16870,  -1.34408,   4.88817,   0.99096
 0.03500,   0.97511,   0.17358,  -1.38370,   4.88132,   0.99044
 0.03600,   0.97368,   0.17846,  -1.42332,   4.87427,   0.98990
 0.03700,   0.97222,   0.18332,  -1.46294,   4.86701,   0.98935
 0.03800,   0.97072,   0.18818,  -1.50258,   4.85954,   0.98879
 0.03900,   0.96918,   0.19303,  -1.54222,   4.85185,   0.98821
 0.04000,   0.96760,   0.19788,  -1.58187,   4.84395,   0.98762
 0.04100,   0.96597,   0.20271,  -1.62152,   4.83584,   0.98701
 0.04200,   0.96431,   0.20754,  -1.66118,   4.82752,   0.98639
 0.04300,   0.96261,   0.21236,  -1.70085,   4.81898,   0.98576
 0.04400,   0.96087,   0.21717,  -1.74052,   4.81023,   0.98511
 0.04500,   0.95909,   0.22197,  -1.78020,   4.80126,   0.98444
 0.04600,   0.95727,   0.22676,  -1.81989,   4.79208,   0.98376
 0.04700,   0.95541,   0.23155,  -1.85958,   4.78268,   0.98307
 0.04800,   0.95351,   0.23632,  -1.89928,   4.77305,   0.98236
 0.04900,   0.95157,   0.24108,  -1.93899,   4.76321,   0.98164
 0.05000,   0.94959,   0.24584,  -1.97870,   4.75315,   0.98090
 0.05100,   0.94758,   0.25058,  -2.01842,   4.74287,   0.98015
 0.05200,   0.94552,   0.25531,  -2.05815,   4.73236,   0.97938
 0.05300,   0.94342,   0.26003,  -2.09789,   4.72163,   0.97860
 0.05400,   0.94128,   0.26474,  -2.13763,   4.71068,   0.97780
 0.05500,   0.93910,   0.26944,  -2.17738,   4.69950,   0.97699
 0.05600,   0.93689,   0.27413,  -2.21713,   4.68809,   0.97617
 0.05700,   0.93463,   0.27881,  -2.25690,   4.67646,   0.97533
 0.05800,   0.93233,   0.28347,  -2.29667,   4.66460,   0.97448
 0.05900,   0.93000,   0.28812,  -2.33644,   4.65250,   0.97361
 0.06000,   0.92762,   0.29276,  -2.37622,   4.64018,   0.97272
 0.06100,   0.92521,   0.29739,  -2.41601,   4.62762,   0.97183
 0.06200,   0.92275,   0.30201,  -2.45581,   4.61483,   0.97091
 0.06300,   0.92025,   0.30661,  -2.49561,   4.60180,   0.96999
 0.06400,   0.91772,   0.31120,  -2.53542,   4.58854,   0.96905
 0.06500,   0.91514,   0.31577,  -2.57523,   4.57504,   0.96809
 0.06600,   0.91253,   0.32033,  -2.61505,   4.56130,   0.96712
 0.06700,   0.90987,   0.32488,  -2.65488,   4.54732,   0.96614
 0.06800,   0.90718,   0.32941,  -2.69471,   4.53309,   0.96514
 0.06900,   0.90444,   0.33393,  -2.73454,   4.51863,   0.96412
 0.07000,   0.90167,   0.33844,  -2.77439,   4.50392,   0.96309
 0.07100,   0.89886,   0.34293,  -2.81423,   4.48896,   0.96205
 0.07200,   0.89600,   0.34740,  -2.85409,   4.47376,   0.96099
 0.07300,   0.89311,   0.35186,  -2.89394,   4.45830,   0.95992
 0.07400,   0.89017,   0.35630,  -2.93381,   4.44260,   0.95883
 0.07500,   0.88720,   0.36073,  -2.97367,   4.42664,   0.95773
 0.07600,   0.88419,   0.36514,  -3.01354,   4.41043,   0.95661
 0.07700,   0.88113,   0.36953,  -3.05342,   4.39396,   0.95548
 0.07800,   0.87804,   0.37391,  -3.09330,   4.37724,   0.95434
 0.07900,   0.87491,   0.37827,  -3.13318,   4.36026,   0.95318
 0.08000,   0.87173,   0.38261,  -3.17306,   4.34301,   0.95200
 0.08100,   0.86852,   0.38694,  -3.21295,   4.32551,   0.95082
 0.08200,   0.86527,   0.39125,  -3.25284,   4.30774,   0.94961
 0.08300,   0.86198,   0.39554,  -3.29273,   4.28970,   0.94839
 0.08400,   0.85864,   0.39981,  -3.33262,   4.27139,   0.94716
 0.08500,   0.85527,   0.40406,  -3.37251,   4.25282,   0.94591
 0.08600,   0.85186,   0.40829,  -3.41241,   4.23397,   0.94465
 0.08700,   0.84841,   0.41251,  -3.45230,   4.21485,   0.94337
 0.08800,   0.84491,   0.41670,  -3.49220,   4.19545,   0.94208
 0.08900,   0.84138,   0.42088,  -3.53209,   4.17578,   0.94078
 0.09000,   0.83781,   0.42504,  -3.57198,   4.15582,   0.93946
 0.09100,   0.83420,   0.42917,  -3.61187,   4.13558,   0.93812
 0.09200,   0.83055,   0.43329,  -3.65176,   4.11506,   0.93677
 0.09300,   0.82685,   0.43738,  -3.69165,   4.09425,   0.93541
 0.09400,   0.82312,   0.44145,  -3.73153,   4.07316,   0.93403
 0.09500,   0.81935,   0.44550,  -3.77141,   4.05177,   0.93264
 0.09600,   0.81554,   0.44954,  -3.81128,   4.03009,   0.93123
 0.09700,   0.81169,   0.45354,  -3.85115,   4.00811,   0.92981
 0.09800,   0.80780,   0.45753,  -3.89102,   3.98584,   0.92837
 0.09900,   0.80387,   0.46149,  -3.93087,   3.96326,   0.92692
 0.10000,   0.79990,   0.46543,  -3.97072,   3.94039,   0.92545
 0.10100,   0.79589,   0.46935,  -4.01056,   3.91720,   0.92397
 0.10200,   0.79183,   0.47324,  -4.05040,   3.89371,   0.92248
 0.10300,   0.78774,   0.47711,  -4.09022,   3.86991,   0.92097
 0.10400,   0.78361,   0.48096,  -4.13003,   3.84580,   0.91944
 0.10500,   0.77944,   0.48478,  -4.16983,   3.82137,   0.91790
 0.10600,   0.77524,   0.48858,  -4.20962,   3.79663,   0.91635
 0.10700,   0.77099,   0.49235,  -4.24939,   3.77156,   0.91478
 0.10800,   0.76670,   0.49610,  -4.28915,   3.74617,   0.91320
 0.10900,   0.76237,   0.49982,  -4.32890,   3.72045,   0.91160
 0.11000,   0.75800,   0.50351,  -4.36863,   3.69440,   0.90999
 0.11100,   0.75359,   0.50718,  -4.40834,   3.66803,   0.90837
 0.11200,   0.74914,   0.51082,  -4.44803,   3.64131,   0.90673
 0.11300,   0.74466,   0.51443,  -4.48771,   3.61426,   0.90507
 0.11400,   0.74013,   0.51802,  -4.52736,   3.58687,   0.90340
 0.11500,   0.73556,   0.52158,  -4.56699,   3.55913,   0.90172
 0.11600,   0.73095,   0.52511,  -4.60660,   3.53104,   0.90002
 0.11700,   0.72631,   0.52861,  -4.64618,   3.50261,   0.89831
 0.11800,   0.72162,   0.53209,  -4.68573,   3.47382,   0.89658
 0.11900,   0.71690,   0.53553,  -4.72526,   3.44468,   0.89484
 0.12000,   0.71213,   0.53895,  -4.76476,   3.41517,   0.89308
 0.12100,   0.70733,   0.54233,  -4.80423,   3.38530,   0.89131
 0.12200,   0.70248,   0.54569,  -4.84366,   3.35506,   0.88953
 0.12300,   0.69760,   0.54901,  -4.88307,   3.32446,   0.88773
 0.12400,   0.69268,   0.55231,  -4.92243,   3.29347,   0.88591
 0.12500,   0.68772,   0.55557,  -4.96176,   3.26212,   0.88409
 0.12600,   0.68272,   0.55880,  -5.00105,   3.23037,   0.88224
 0.12700,   0.67768,   0.56200,  -5.04030,   3.19825,   0.88039
 0.12800,   0.67260,   0.56516,  -5.07951,   3.16574,   0.87852
 0.12900,   0.66748,   0.56829,  -5.11867,   3.13283,   0.87663
 0.13000,   0.66232,   0.57139,  -5.15778,   3.09953,   0.87473
 0.13100,   0.65712,   0.57446,  -5.19685,   3.06582,   0.87282
 0.13200,   0.65189,   0.57749,  -5.23587,   3.03172,   0.87089
 0.13300,   0.64661,   0.58049,  -5.27483,   2.99720,   0.86895
 0.13400,   0.64130,   0.58345,  -5.31373,   2.96227,   0.86699
 0.13500,   0.63595,   0.58638,  -5.35258,   2.92693,   0.86502
 0.13600,   0.63055,   0.58927,  -5.39137,   2.89116,   0.86304
 0.13700,   0.62512,   0.59212,  -5.43010,   2.85497,   0.86104
 0.13800,   0.61966,   0.59494,  -5.46875,   2.81836,   0.85903
 0.13900,   0.61415,   0.59772,  -5.50735,   2.78130,   0.85700
 0.14000,   0.60860,   0.60047,  -5.54587,   2.74381,   0.85496
 0.14100,   0.60302,   0.60317,  -5.58431,   2.70588,   0.85291
 0.14200,   0.59740,   0.60584,  -5.62268,   2.66750,   0.85084
 0.14300,   0.59173,   0.60847,  -5.66097,   2.62867,   0.84876
 0.14400,   0.58604,   0.61106,  -5.69918,   2.58938,   0.84666
 0.14500,   0.58030,   0.61361,  -5.73730,   2.54964,   0.84455
 0.14600,   0.57452,   0.61612,  -5.77533,   2.50942,   0.84242
 0.14700,   0.56871,   0.61859,  -5.81327,   2.46874,   0.84029
 0.14800,   0.56286,   0.62101,  -5.85111,   2.42758,   0.83813
 0.14900,   0.55697,   0.62340,  -5.88885,   2.38594,   0.83597
 0.15000,   0.55104,   0.62574,  -5.92649,   2.34381,   0.83379
 0.15100,   0.54508,   0.62805,  -5.96402,   2.30119,   0.83160
 0.15200,   0.53908,   0.63030,  -6.00144,   2.25808,   0.82939
 0.15300,   0.53304,   0.63252,  -6.03874,   2.21446,   0.82717
 0.15400,   0.52696,   0.63469,  -6.07592,   2.17034,   0.82494
 0.15500,   0.52085,   0.63681,  -6.11298,   2.12571,   0.82269
 0.15600,   0.51470,   0.63889,  -6.14991,   2.08056,   0.82043
 0.15700,   0.50851,   0.64093,  -6.18670,   2.03488,   0.81815
 0.15800,   0.50229,   0.64292,  -6.22336,   1.98868,   0.81587
 0.15900,   0.49603,   0.64486,  -6.25987,   1.94195,   0.81357
 0.16000,   0.48973,   0.64675,  -6.29624,   1.89467,   0.81125
 0.16100,   0.48340,   0.64860,  -6.33245,   1.84685,   0.80893
 0.16200,   0.47703,   0.65040,  -6.36851,   1.79847,   0.80659
 0.16300,   0.47063,   0.65215,  -6.40439,   1.74954,   0.80423
 0.16400,   0.46419,   0.65385,  -6.44011,   1.70005,   0.80187
 0.16500,   0.45771,   0.65550,  -6.47566,   1.64998,   0.79949
 0.16600,   0.45120,   0.65710,  -6.51102,   1.59934,   0.79710
 0.16700,   0.44466,   0.65865,  -6.54619,   1.54812,   0.79469
 0.16800,   0.43807,   0.66014,  -6.58116,   1.49631,   0.79227
 0.16900,   0.43146,   0.66159,  -6.61594,   1.44390,   0.78984
 0.17000,   0.42481,   0.66298,  -6.65051,   1.39090,   0.78740
 0.17100,   0.41812,   0.66432,  -6.68486,   1.33728,   0.78495
 0.17200,   0.41140,   0.66560,  -6.71899,   1.28306,   0.78248
 0.17300,   0.40465,   0.66683,  -6.75289,   1.22821,   0.78000
 0.17400,   0.39786,   0.66800,  -6.78656,   1.17274,   0.77751
 0.17500,   0.39104,   0.66912,  -6.81997,   1.11663,   0.77500
 0.17600,   0.38419,   0.67018,  -6.85314,   1.05988,   0.77249
 0.17700,   0.37731,   0.67118,  -6.88604,   1.00249,   0.76996
 0.17800,   0.37039,   0.67212,  -6.91867,   0.94444,   0.76742
 0.17900,   0.36344,   0.67301,  -6.95103,   0.88573,   0.76487
 0.18000,   0.35645,   0.67383,  -6.98309,   0.82635,   0.76231
 0.18100,   0.34944,   0.67460,  -7.01486,   0.76630,   0.75973
 0.18200,   0.34239,   0.67531,  -7.04632,   0.70557,   0.75715
 0.18300,   0.33531,   0.67595,  -7.07746,   0.64415,   0.75455
 0.18400,   0.32821,   0.67653,  -7.10827,   0.58203,   0.75194
 0.18500,   0.32107,   0.67705,  -7.13875,   0.51921,   0.74932
 0.18600,   0.31390,   0.67751,  -7.16888,   0.45568,   0.74669
 0.18700,   0.30670,   0.67790,  -7.19864,   0.39143,   0.74405
 0.18800,   0.29947,   0.67823,  -7.22804,   0.32646,   0.74140
 0.18900,   0.29221,   0.67849,  -7.25705,   0.26076,   0.73874
 0.19000,   0.28493,   0.67868,  -7.28566,   0.19432,   0.73607
 0.19100,   0.27761,   0.67881,  -7.31387,   0.12714,   0.73338
 0.19200,   0.27027,   0.67887,  -7.34165,   0.05920,   0.73069
 0.19300,   0.26290,   0.67886,  -7.36900,  -0.00950,   0.72799
 0.19400,   0.25551,   0.67878,  -7.39591,  -0.07897,   0.72528
 0.19500,   0.24809,   0.67863,  -7.42235,  -0.14921,   0.72255
 0.19600,   0.24064,   0.67841,  -7.44831,  -0.22023,   0.71982
 0.19700,   0.23316,   0.67812,  -7.47378,  -0.29203,   0.71708
 0.19800,   0.22567,   0.67775,  -7.49874,  -0.36464,   0.71433
 0.19900,   0.21814,   0.67731,  -7.52318,  -0.43804,   0.71158
 0.20000,   0.21059,   0.67680,  -7.54709,  -0.51226,   0.70881
 0.20100,   0.20302,   0.67621,  -7.57043,  -0.58729,   0.70604
 0.20200,   0.19543,   0.67555,  -7.59321,  -0.66314,   0.70325
 0.20300,   0.18782,   0.67481,  -7.61539,  -0.73982,   0.70046
 0.20400,   0.18018,   0.67399,  -7.63696,  -0.81733,   0.69766
 0.20500,   0.17252,   0.67310,  -7.65791,  -0.89569,   0.69486
 0.20600,   0.16484,   0.67212,  -7.67821,  -0.97490,   0.69204
 0.20700,   0.15714,   0.67107,  -7.69785,  -1.05496,   0.68922
 0.20800,   0.14943,   0.66993,  -7.71680,  -1.13587,   0.68640
 0.20900,   0.14169,   0.66872,  -7.73504,  -1.21766,   0.68356
 0.21000,   0.13394,   0.66742,  -7.75255,  -1.30031,   0.68072
 0.21100,   0.12617,   0.66603,  -7.76931,  -1.38384,   0.67788
 0.21200,   0.11839,   0.66456,  -7.78531,  -1.46825,   0.67503
 0.21300,   0.11059,   0.66301,  -7.80050,  -1.55355,   0.67217
 0.21400,   0.10277,   0.66137,  -7.81488,  -1.63974,   0.66931
 0.21500,   0.09494,   0.65964,  -7.82841,  -1.72682,   0.66644
 0.21600,   0.08710,   0.65783,  -7.84107,  -1.81480,   0.66357
 0.21700,   0.07925,   0.65592,  -7.85284,  -1.90368,   0.66069
 0.21800,   0.07138,   0.65393,  -7.86369,  -1.99347,   0.65782
 0.21900,   0.06351,   0.65185,  -7.87359,  -2.08416,   0.65493
 0.22000,   0.05563,   0.64967,  -7.88251,  -2.17577,   0.65205
 0.22100,   0.04774,   0.64740,  -7.89043,  -2.26828,   0.64916
 0.22200,   0.03984,   0.64504,  -7.89732,  -2.36171,   0.64627
 0.22300,   0.03194,   0.64259,  -7.90315,  -2.45605,   0.64338
 0.22400,   0.02403,   0.64003,  -7.90789,  -2.55131,   0.64048
 0.22500,   0.01612,   0.63739,  -7.91150,  -2.64748,   0.63759
 0.22600,   0.00820,   0.63464,  -7.91395,  -2.74456,   0.63469
 0.22700,   0.00029,   0.63180,  -7.91522,  -2.84255,   0.63180
 0.22800,  -0.00763,   0.62886,  -7.91526,  -2.94145,   0.62890
 0.22900,  -0.01554,   0.62582,  -7.91405,  -3.04126,   0.62601
 0.23000,  -0.02345,   0.62267,  -7.91155,  -3.14197,   0.62312
 0.23100,  -0.03136,   0.61943,  -7.90772,  -3.24357,   0.62022
 0.23200,  -0.03926,   0.61608,  -7.90254,  -3.34607,   0.61733
 0.23300,  -0.04716,   0.61264,  -7.89595,  -3.44945,   0.61445
 0.23400,  -0.05505,   0.60908,  -7.88792,  -3.55371,   0.61156
 0.23500,  -0.06292,   0.60542,  -7.87842,  -3.65883,   0.60868
 0.23600,  -0.07079,   0.60166,  -7.86741,  -3.76482,   0.60581
 0.23700,  -0.07865,   0.59779,  -7.85484,  -3.87165,   0.60294
 0.23800,  -0.08649,   0.59381,  -7.84067,  -3.97932,   0.60007
 0.23900,  -0.09431,   0.58972,  -7.82487,  -4.08781,   0.59721
 0.24000,  -0.10212,   0.58552,  -7.80739,  -4.19711,   0.59436
 0.24100,  -0.10991,   0.58122,  -7.78819,  -4.30720,   0.59152
 0.24200,  -0.11768,   0.57680,  -7.76722,  -4.41807,   0.58868
 0.24300,  -0.12542,   0.57227,  -7.74445,  -4.52969,   0.58585
 0.24400,  -0.13314,   0.56763,  -7.71983,  -4.64205,   0.58303
 0.24500,  -0.14083,   0.56287,  -7.69331,  -4.75512,   0.58022
 0.24600,  -0.14850,   0.55800,  -7.66484,  -4.86887,   0.57742
 0.24700,  -0.15613,   0.55302,  -7.63439,  -4.98330,   0.57464
 0.24800,  -0.16373,   0.54792,  -7.60191,  -5.09836,   0.57186
 0.24900,  -0.17130,   0.54271,  -7.56734,  -5.21402,   0.56910
 0.25000,  -0.17883,   0.53738,  -7.53065,  -5.33026,   0.56635
 0.25100,  -0.18632,   0.53193,  -7.49179,  -5.44705,   0.56362
 0.25200,  -0.19377,   0.52636,  -7.45070,  -5.56434,   0.56090
 0.25300,  -0.20118,   0.52068,  -7.40735,  -5.68210,   0.55820
 0.25400,  -0.20854,   0.51488,  -7.36169,  -5.80028,   0.55551
 0.25500,  -0.21586,   0.50896,  -7.31366,  -5.91886,   0.55284
 0.25600,  -0.22312,   0.50292,  -7.26323,  -6.03777,   0.55020
 0.25700,  -0.23033,   0.49677,  -7.21034,  -6.15698,   0.54757
 0.25800,  -0.23749,   0.49049,  -7.15496,  -6.27644,   0.54496
 0.25900,  -0.24458,   0.48410,  -7.09703,  -6.39608,   0.54237
 0.26000,  -0.25162,   0.47758,  -7.03651,  -6.51587,   0.53981
 0.26100,  -0.25859,   0.47094,  -6.97336,  -6.63573,   0.53727
 0.26200,  -0.26550,   0.46419,  -6.90753,  -6.75561,   0.53475
 0.26300,  -0.27234,   0.45731,  -6.83899,  -6.87545,   0.53226
 0.26400,  -0.27911,   0.45032,  -6.76769,  -6.99518,   0.52980
 0.26500,  -0.28580,   0.44320,  -6.69359,  -7.11472,   0.52736
 0.26600,  -0.29242,   0.43597,  -6.61666,  -7.23402,   0.52495
 0.26700,  -0.29895,   0.42862,  -6.53686,  -7.35300,   0.52258
 0.26800,  -0.30541,   0.42114,  -6.45416,  -7.47157,   0.52023
 0.26900,  -0.31178,   0.41355,  -6.36852,  -7.58966,   0.51791
 0.27000,  -0.31806,   0.40585,  -6.27992,  -7.70718,   0.51563
 0.27100,  -0.32424,   0.39802,  -6.18833,  -7.82406,   0.51338
 0.27200,  -0.33034,   0.39008,  -6.09372,  -7.94019,   0.51116
 0.27300,  -0.33633,   0.38203,  -5.99608,  -8.05549,   0.50899
 0.27400,  -0.34223,   0.37386,  -5.89538,  -8.16987,   0.50684
 0.27500,  -0.34802,   0.36557,  -5.79162,  -8.28322,   0.50474
 0.27600,  -0.35371,   0.35718,  -5.68477,  -8.39546,   0.50268
 0.27700,  -0.35928,   0.34867,  -5.57484,  -8.50647,   0.50065
 0.27800,  -0.36474,   0.34006,  -5.46181,  -8.61616,   0.49867
 0.27900,  -0.37009,   0.33133,  -5.34569,  -8.72442,   0.49674
 0.28000,  -0.37531,   0.32250,  -5.22649,  -8.83114,   0.49484
 0.28100,  -0.38042,   0.31356,  -5.10421,  -8.93621,   0.49299
 0.28200,  -0.38540,   0.30453,  -4.97887,  -9.03953,   0.49119
 0.28300,  -0.39025,   0.29538,  -4.85048,  -9.14097,   0.48943
 0.28400,  -0.39497,   0.28614,  -4.71907,  -9.24044,   0.48773
 0.28500,  -0.39955,   0.27681,  -4.58467,  -9.33780,   0.48607
 0.28600,  -0.40400,   0.26737,  -4.44732,  -9.43296,   0.48446
 0.28700,  -0.40831,   0.25785,  -4.30705,  -9.52579,   0.48291
 0.28800,  -0.41247,   0.24823,  -4.16391,  -9.61619,   0.48140
 0.28900,  -0.41649,   0.23853,  -4.01796,  -9.70402,   0.47996
 0.29000,  -0.42036,   0.22874,  -3.86924,  -9.78919,   0.47856
 0.29100,  -0.42408,   0.21887,  -3.71783,  -9.87159,   0.47722
 0.29200,  -0.42764,   0.20891,  -3.56379,  -9.95109,   0.47594
 0.29300,  -0.43105,   0.19889,  -3.40719, -10.02759,   0.47472
 0.29400,  -0.43429,   0.18879,  -3.24813, -10.10098,   0.47355
 0.29500,  -0.43738,   0.17862,  -3.08668, -10.17116,   0.47245
 0.29600,  -0.44030,   0.16838,  -2.92294, -10.23803,   0.47140
 0.29700,  -0.44306,   0.15808,  -2.75700, -10.30149,   0.47042
 0.29800,  -0.44565,   0.14771,  -2.58897, -10.36144,   0.46949
 0.29900,  -0.44807,   0.13730,  -2.41897, -10.41779,   0.46863
 0.30000,  -0.45032,   0.12683,  -2.24709, -10.47045,   0.46784
 0.30100,  -0.45239,   0.11631,  -2.07347, -10.51935,   0.46710
 0.30200,  -0.45429,   0.10574,  -1.89823, -10.56440,   0.46643
 0.30300,  -0.45601,   0.09514,  -1.72149, -10.60554,   0.46583
 0.30400,  -0.45755,   0.08449,  -1.54340, -10.64270,   0.46529
 0.30500,  -0.45892,   0.07382,  -1.36408, -10.67581,   0.46482
 0.30600,  -0.46010,   0.06311,  -1.18367, -10.70483,   0.46441
 0.30700,  -0.46110,   0.05238,  -1.00232, -10.72970,   0.46407
 0.30800,  -0.46192,   0.04163,  -0.82018, -10.75040,   0.46380
 0.30900,  -0.46256,   0.03087,  -0.63739, -10.76687,   0.46359
 0.31000,  -0.46301,   0.02009,  -0.45411, -10.77910,   0.46345
 0.31100,  -0.46329,   0.00930,  -0.27048, -10.78707,   0.46338
 0.31200,  -0.46337,  -0.00149,  -0.08665, -10.79076,   0.46337
 0.31300,  -0.46327,  -0.01228,   0.09721, -10.79017,   0.46344
 0.31400,  -0.46299,  -0.02307,   0.28096, -10.78530,   0.46357
 0.31500,  -0.46253,  -0.03384,   0.46444, -10.77616,   0.46377
 0.31600,  -0.46188,  -0.04460,   0.64751, -10.76276,   0.46403
 0.31700,  -0.46105,  -0.05535,   0.83000, -10.74514,   0.46436
 0.31800,  -0.46004,  -0.06607,   1.01178, -10.72331,   0.46476
 0.31900,  -0.45885,  -0.07677,   1.19269, -10.69733,   0.46523
 0.32000,  -0.45747,  -0.08744,   1.37259, -10.66723,   0.46576
 0.32100,  -0.45592,  -0.09807,   1.55135, -10.63307,   0.46635
 0.32200,  -0.45419,  -0.10867,   1.72881, -10.59489,   0.46701
 0.32300,  -0.45229,  -0.11922,   1.90485, -10.55277,   0.46774
 0.32400,  -0.45021,  -0.12973,   2.07934, -10.50678,   0.46853
 0.32500,  -0.44796,  -0.14018,   2.25215, -10.45699,   0.46938
 0.32600,  -0.44553,  -0.15059,   2.42316, -10.40347,   0.47030
 0.32700,  -0.44294,  -0.16093,   2.59226, -10.34632,   0.47127
 0.32800,  -0.44018,  -0.17122,   2.75932, -10.28562,   0.47231
 0.32900,  -0.43726,  -0.18144,   2.92426, -10.22146,   0.47341
 0.33000,  -0.43417,  -0.19159,   3.08696, -10.15395,   0.47457
 0.33100,  -0.43092,  -0.20168,   3.24733, -10.08318,   0.47578
 0.33200,  -0.42752,  -0.21169,   3.40529, -10.00926,   0.47706
 0.33300,  -0.42396,  -0.22162,   3.56074,  -9.93228,   0.47839
 0.33400,  -0.42025,  -0.23147,   3.71362,  -9.85237,   0.47978
 0.33500,  -0.41638,  -0.24124,   3.86385,  -9.76963,   0.48122
 0.33600,  -0.41237,  -0.25092,   4.01136,  -9.68416,   0.48271
 0.33700,  -0.40821,  -0.26052,   4.15610,  -9.59609,   0.48426
 0.33800,  -0.40392,  -0.27003,   4.29800,  -9.50552,   0.48586
 0.33900,  -0.39948,  -0.27944,   4.43703,  -9.41258,   0.48751
 0.34000,  -0.39491,  -0.28876,   4.57315,  -9.31737,   0.48921
 0.34100,  -0.39020,  -0.29798,   4.70630,  -9.22001,   0.49096
 0.34200,  -0.38536,  -0.30710,   4.83647,  -9.12060,   0.49276
 0.34300,  -0.38040,  -0.31612,   4.96362,  -9.01928,   0.49460
 0.34400,  -0.37531,  -0.32503,   5.08774,  -8.91613,   0.49649
 0.34500,  -0.37010,  -0.33384,   5.20880,  -8.81129,   0.49842
 0.34600,  -0.36478,  -0.34255,   5.32680,  -8.70485,   0.50040
 0.34700,  -0.35933,  -0.35114,   5.44173,  -8.59692,   0.50242
 0.34800,  -0.35378,  -0.35963,   5.55359,  -8.48762,   0.50448
 0.34900,  -0.34812,  -0.36801,   5.66237,  -8.37703,   0.50657
 0.35000,  -0.34235,  -0.37627,   5.76809,  -8.26527,   0.50871
 0.35100,  -0.33648,  -0.38443,   5.87076,  -8.15243,   0.51088
 0.35200,  -0.33051,  -0.39247,   5.97038,  -8.03862,   0.51309
 0.35300,  -0.32444,  -0.40039,   6.06697,  -7.92391,   0.51534
 0.35400,  -0.31828,  -0.40820,   6.16056,  -7.80842,   0.51762
 0.35500,  -0.31203,  -0.41589,   6.25116,  -7.69222,   0.51993
 0.35600,  -0.30569,  -0.42347,   6.33881,  -7.57540,   0.52227
 0.35700,  -0.29927,  -0.43092,   6.42352,  -7.45805,   0.52465
 0.35800,  -0.29276,  -0.43826,   6.50533,  -7.34025,   0.52705
 0.35900,  -0.28618,  -0.44549,   6.58427,  -7.22208,   0.52949
 0.36000,  -0.27952,  -0.45259,   6.66038,  -7.10360,   0.53195
 0.36100,  -0.27278,  -0.45957,   6.73369,  -6.98490,   0.53443
 0.36200,  -0.26598,  -0.46644,   6.80424,  -6.86604,   0.53695
 0.36300,  -0.25911,  -0.47319,   6.87207,  -6.74709,   0.53948
 0.36400,  -0.25217,  -0.47982,   6.93722,  -6.62811,   0.54205
 0.36500,  -0.24517,  -0.48632,   6.99973,  -6.50917,   0.54463
 0.36600,  -0.23811,  -0.49272,   7.05964,  -6.39033,   0.54723
 0.36700,  -0.23099,  -0.49899,   7.11700,  -6.27163,   0.54986
 0.36800,  -0.22382,  -0.50514,   7.17186,  -6.15314,   0.55251
 0.36900,  -0.21660,  -0.51117,   7.22425,  -6.03490,   0.55517
 0.37000,  -0.20932,  -0.51709,   7.27422,  -5.91696,   0.55785
