t,x,y,vx,vy,r
 7.74762,  -0.08251,   0.59518,  -7.85667,  -3.92558,   0.60087
 7.74862,  -0.09035,   0.59114,  -7.84166,  -4.03389,   0.59801
 7.74962,  -0.09818,   0.58700,  -7.82498,  -4.14302,   0.59515
 7.75062,  -0.10598,   0.58275,  -7.80659,  -4.25295,   0.59231
 7.75162,  -0.11377,   0.57838,  -7.78646,  -4.36366,   0.58947
 7.75262,  -0.12153,   0.57391,  -7.76453,  -4.47514,   0.58664
 7.75362,  -0.12928,   0.56932,  -7.74076,  -4.58737,   0.58381
 7.75462,  -0.13699,   0.56462,  -7.71511,  -4.70032,   0.58100
 7.75562,  -0.14468,   0.55981,  -7.68754,  -4.81397,   0.57820
 7.75662,  -0.15234,   0.55488,  -7.65799,  -4.92830,   0.57541
 7.75762,  -0.15996,   0.54984,  -7.62642,  -5.04328,   0.57263
 7.75862,  -0.16756,   0.54468,  -7.59279,  -5.15889,   0.56987
 7.75962,  -0.17511,   0.53940,  -7.55705,  -5.27508,   0.56711
 7.76062,  -0.18263,   0.53401,  -7.51915,  -5.39183,   0.56438
 7.76162,  -0.19011,   0.52850,  -7.47904,  -5.50910,   0.56165
 7.76262,  -0.19755,   0.52287,  -7.43668,  -5.62686,   0.55895
 7.76362,  -0.20494,   0.51713,  -7.39202,  -5.74507,   0.55626
 7.76462,  -0.21228,   0.51127,  -7.34501,  -5.86369,   0.55359
 7.76562,  -0.21958,   0.50528,  -7.29561,  -5.98266,   0.55093
 7.76662,  -0.22682,   0.49918,  -7.24377,  -6.10195,   0.54830
 7.76762,  -0.23401,   0.49296,  -7.18945,  -6.22150,   0.54568
 7.76862,  -0.24115,   0.48662,  -7.13259,  -6.34127,   0.54309
 7.76962,  -0.24822,   0.48016,  -7.07316,  -6.46120,   0.54052
 7.77062,  -0.25523,   0.47358,  -7.01111,  -6.58124,   0.53797
 7.77162,  -0.26218,   0.46687,  -6.94639,  -6.70132,   0.53545
 7.77262,  -0.26906,   0.46005,  -6.87897,  -6.82138,   0.53295
 7.77362,  -0.27586,   0.45311,  -6.80880,  -6.94135,   0.53048
 7.77462,  -0.28260,   0.44605,  -6.73585,  -7.06118,   0.52804
 7.77562,  -0.28926,   0.43887,  -6.66007,  -7.18079,   0.52562
 7.77662,  -0.29584,   0.43157,  -6.58144,  -7.30010,   0.52323
 7.77762,  -0.30234,   0.42415,  -6.49990,  -7.41903,   0.52088
 7.77862,  -0.30876,   0.41661,  -6.41544,  -7.53752,   0.51855
 7.77962,  -0.31509,   0.40896,  -6.32803,  -7.65547,   0.51626
 7.78062,  -0.32132,   0.40118,  -6.23762,  -7.77281,   0.51400
 7.78162,  -0.32747,   0.39329,  -6.14421,  -7.88944,   0.51178
 7.78262,  -0.33351,   0.38529,  -6.04776,  -8.00527,   0.50959
 7.78362,  -0.33946,   0.37717,  -5.94827,  -8.12022,   0.50744
 7.78462,  -0.34531,   0.36894,  -5.84570,  -8.23418,   0.50532
 7.78562,  -0.35105,   0.36059,  -5.74005,  -8.34705,   0.50325
 7.78662,  -0.35668,   0.35213,  -5.63131,  -8.45875,   0.50121
 7.78762,  -0.36220,   0.34356,  -5.51948,  -8.56915,   0.49922
 7.78862,  -0.36760,   0.33488,  -5.40455,  -8.67817,   0.49727
 7.78962,  -0.37289,   0.32610,  -5.28653,  -8.78568,   0.49536
 7.79062,  -0.37806,   0.31720,  -5.16543,  -8.89159,   0.49350
 7.79162,  -0.38310,   0.30821,  -5.04125,  -8.99578,   0.49169
 7.79262,  -0.38801,   0.29911,  -4.91401,  -9.09814,   0.48992
 7.79362,  -0.39280,   0.28991,  -4.78375,  -9.19856,   0.48820
 7.79462,  -0.39745,   0.28062,  -4.65048,  -9.29693,   0.48653
 7.79562,  -0.40196,   0.27122,  -4.51423,  -9.39312,   0.48491
 7.79662,  -0.40633,   0.26174,  -4.37505,  -9.48703,   0.48334
 7.79762,  -0.41057,   0.25216,  -4.23299,  -9.57855,   0.48182
 7.79862,  -0.41466,   0.24249,  -4.08808,  -9.66754,   0.48035
 7.79962,  -0.41860,   0.23274,  -3.94038,  -9.75391,   0.47895
 7.80062,  -0.42239,   0.22290,  -3.78997,  -9.83754,   0.47759
 7.80162,  -0.42602,   0.21298,  -3.63689,  -9.91832,   0.47629
 7.80262,  -0.42950,   0.20298,  -3.48124,  -9.99614,   0.47505
 7.80362,  -0.43283,   0.19291,  -3.32308, -10.07089,   0.47387
 7.80462,  -0.43599,   0.18277,  -3.16250, -10.14246,   0.47275
 7.80562,  -0.43899,   0.17256,  -2.99959, -10.21075,   0.47169
 7.80662,  -0.44182,   0.16228,  -2.83445, -10.27566,   0.47069
 7.80762,  -0.44449,   0.15195,  -2.66718, -10.33710,   0.46974
 7.80862,  -0.44699,   0.14155,  -2.49789, -10.39497,   0.46887
 7.80962,  -0.44932,   0.13110,  -2.32668, -10.44919,   0.46805
 7.81062,  -0.45147,   0.12060,  -2.15369, -10.49966,   0.46730
 7.81162,  -0.45345,   0.11006,  -1.97903, -10.54632,   0.46661
 7.81262,  -0.45525,   0.09947,  -1.80282, -10.58909,   0.46599
 7.81362,  -0.45688,   0.08884,  -1.62521, -10.62790,   0.46543
 7.81462,  -0.45832,   0.07818,  -1.44632, -10.66268,   0.46494
 7.81562,  -0.45959,   0.06748,  -1.26629, -10.69339,   0.46452
 7.81662,  -0.46067,   0.05676,  -1.08527, -10.71997,   0.46416
 7.81762,  -0.46158,   0.04602,  -0.90341, -10.74238,   0.46387
 7.81862,  -0.46230,   0.03526,  -0.72084, -10.76058,   0.46364
 7.81962,  -0.46284,   0.02449,  -0.53772, -10.77455,   0.46348
 7.82062,  -0.46319,   0.01370,  -0.35420, -10.78426,   0.46339
 7.82162,  -0.46336,   0.00291,  -0.17043, -10.78969,   0.46337
 7.82262,  -0.46335,  -0.00788,   0.01343, -10.79085,   0.46341
 7.82362,  -0.46315,  -0.01867,   0.19724, -10.78772,   0.46353
 7.82462,  -0.46277,  -0.02945,   0.38083, -10.78032,   0.46371
 7.82562,  -0.46221,  -0.04022,   0.56406, -10.76866,   0.46395
 7.82662,  -0.46146,  -0.05097,   0.74678, -10.75277,   0.46426
 7.82762,  -0.46053,  -0.06170,   0.92883, -10.73266,   0.46464
 7.82862,  -0.45942,  -0.07241,   1.11007, -10.70838,   0.46509
 7.82962,  -0.45813,  -0.08309,   1.29035, -10.67996,   0.46560
 7.83062,  -0.45666,  -0.09374,   1.46954, -10.64746,   0.46618
 7.83161,  -0.45501,  -0.10435,   1.64748, -10.61094,   0.46682
 7.83261,  -0.45319,  -0.11492,   1.82406, -10.57044,   0.46753
 7.83361,  -0.45119,  -0.12544,   1.99912, -10.52605,   0.46830
 7.83461,  -0.44902,  -0.13592,   2.17256, -10.47783,   0.46914
 7.83561,  -0.44667,  -0.14635,   2.34424, -10.42586,   0.47004
 7.83661,  -0.44416,  -0.15672,   2.51405, -10.37022,   0.47100
 7.83761,  -0.44148,  -0.16703,   2.68187, -10.31101,   0.47202
 7.83861,  -0.43863,  -0.17728,   2.84759, -10.24831,   0.47310
 7.83961,  -0.43562,  -0.18746,   3.01113, -10.18221,   0.47424
 7.84061,  -0.43245,  -0.19757,   3.17236, -10.11283,   0.47544
 7.84161,  -0.42911,  -0.20761,   3.33122, -10.04025,   0.47670
 7.84261,  -0.42563,  -0.21758,   3.48761,  -9.96459,   0.47801
 7.84361,  -0.42199,  -0.22746,   3.64144,  -9.88595,   0.47939
 7.84461,  -0.41819,  -0.23727,   3.79266,  -9.80444,   0.48081
 7.84561,  -0.41425,  -0.24699,   3.94119,  -9.72017,   0.48229
 7.84661,  -0.41016,  -0.25662,   4.08697,  -9.63325,   0.48383
 7.84761,  -0.40593,  -0.26617,   4.22994,  -9.54380,   0.48541
 7.84861,  -0.40156,  -0.27562,   4.37005,  -9.45193,   0.48705
 7.84961,  -0.39706,  -0.28497,   4.50726,  -9.35776,   0.48874
 7.85061,  -0.39242,  -0.29424,   4.64153,  -9.26139,   0.49047
 7.85161,  -0.38764,  -0.30340,   4.77283,  -9.16294,   0.49226
 7.85261,  -0.38274,  -0.31246,   4.90113,  -9.06252,   0.49409
 7.85361,  -0.37772,  -0.32142,   5.02640,  -8.96026,   0.49596
 7.85461,  -0.37257,  -0.33028,   5.14863,  -8.85624,   0.49788
 7.85561,  -0.36730,  -0.33903,   5.26780,  -8.75060,   0.49985
 7.85661,  -0.36191,  -0.34767,   5.38391,  -8.64343,   0.50185
 7.85761,  -0.35642,  -0.35621,   5.49695,  -8.53483,   0.50390
 7.85861,  -0.35081,  -0.36463,   5.60692,  -8.42493,   0.50599
 7.85961,  -0.34510,  -0.37295,   5.71383,  -8.31381,   0.50811
 7.86061,  -0.33928,  -0.38115,   5.81768,  -8.20157,   0.51028
 7.86161,  -0.33336,  -0.38924,   5.91849,  -8.08833,   0.51248
 7.86261,  -0.32734,  -0.39721,   6.01627,  -7.97416,   0.51471
 7.86361,  -0.32123,  -0.40507,   6.11104,  -7.85916,   0.51698
 7.86461,  -0.31503,  -0.41281,   6.20282,  -7.74343,   0.51929
 7.86561,  -0.30874,  -0.42044,   6.29163,  -7.62704,   0.52162
 7.86661,  -0.30236,  -0.42795,   6.37751,  -7.51010,   0.52399
 7.86761,  -0.29590,  -0.43534,   6.46048,  -7.39266,   0.52638
 7.86861,  -0.28936,  -0.44262,   6.54058,  -7.27483,   0.52881
 7.86961,  -0.28274,  -0.44977,   6.61783,  -7.15666,   0.53126
 7.87061,  -0.27605,  -0.45681,   6.69227,  -7.03824,   0.53374
 7.87161,  -0.26929,  -0.46373,   6.76394,  -6.91964,   0.53625
 7.87261,  -0.26245,  -0.47053,   6.83288,  -6.80091,   0.53878
 7.87361,  -0.25555,  -0.47721,   6.89913,  -6.68214,   0.54133
 7.87461,  -0.24859,  -0.48378,   6.96273,  -6.56338,   0.54391
 7.87561,  -0.24157,  -0.49022,   7.02372,  -6.44469,   0.54651
 7.87661,  -0.23449,  -0.49655,   7.08215,  -6.32612,   0.54913
 7.87761,  -0.22735,  -0.50276,   7.13805,  -6.20774,   0.55177
 7.87861,  -0.22016,  -0.50885,   7.19148,  -6.08958,   0.55443
 7.87961,  -0.21291,  -0.51482,   7.24248,  -5.97171,   0.55711
 7.88061,  -0.20562,  -0.52067,   7.29109,  -5.85417,   0.55980
 7.88161,  -0.19829,  -0.52641,   7.33736,  -5.73700,   0.56252
 7.88261,  -0.19090,  -0.53203,   7.38134,  -5.62025,   0.56524
 7.88361,  -0.18348,  -0.53753,   7.42308,  -5.50394,   0.56799
 7.88461,  -0.17602,  -0.54292,   7.46261,  -5.38813,   0.57074
 7.88561,  -0.16852,  -0.54819,   7.49998,  -5.27284,   0.57351
 7.88661,  -0.16098,  -0.55335,   7.53525,  -5.15812,   0.57629
 7.88761,  -0.15341,  -0.55840,   7.56846,  -5.04398,   0.57909
 7.88861,  -0.14582,  -0.56333,   7.59964,  -4.93046,   0.58189
 7.88961,  -0.13819,  -0.56814,   7.62886,  -4.81759,   0.58471
 7.89061,  -0.13053,  -0.57285,   7.65615,  -4.70538,   0.58753
 7.89161,  -0.12285,  -0.57744,   7.68156,  -4.59388,   0.59037
 7.89261,  -0.11514,  -0.58193,   7.70513,  -4.48309,   0.59321
 7.89361,  -0.10742,  -0.58630,   7.72691,  -4.37303,   0.59606
 7.89461,  -0.09967,  -0.59056,   7.74693,  -4.26373,   0.59892
 7.89561,  -0.09190,  -0.59472,   7.76525,  -4.15521,   0.60178
 7.89661,  -0.08412,  -0.59877,   7.78190,  -4.04747,   0.60465
 7.89761,  -0.07633,  -0.60271,   7.79692,  -3.94054,   0.60752
 7.89861,  -0.06852,  -0.60654,   7.81036,  -3.83442,   0.61040
 7.89961,  -0.06069,  -0.61027,   7.82225,  -3.72913,   0.61328
 7.90061,  -0.05286,  -0.61389,   7.83264,  -3.62468,   0.61617
 7.90161,  -0.04502,  -0.61742,   7.84156,  -3.52108,   0.61906
 7.90261,  -0.03717,  -0.62083,   7.84905,  -3.41834,   0.62195
 7.90361,  -0.02931,  -0.62415,   7.85515,  -3.31646,   0.62484
 7.90461,  -0.02145,  -0.62737,   7.85989,  -3.21546,   0.62773
 7.90561,  -0.01359,  -0.63048,   7.86332,  -3.11533,   0.63063
 7.90661,  -0.00573,  -0.63350,   7.86546,  -3.01609,   0.63352
 7.90761,   0.00214,  -0.63642,   7.86635,  -2.91773,   0.63642
 7.90861,   0.01001,  -0.63924,   7.86602,  -2.82026,   0.63931
 7.90961,   0.01787,  -0.64196,   7.86451,  -2.72368,   0.64221
 7.91061,   0.02573,  -0.64459,   7.86184,  -2.62799,   0.64510
 7.91161,   0.03359,  -0.64712,   7.85806,  -2.53320,   0.64799
 7.91261,   0.04144,  -0.64956,   7.85318,  -2.43931,   0.65088
 7.91361,   0.04929,  -0.65191,   7.84725,  -2.34631,   0.65377
 7.91461,   0.05713,  -0.65416,   7.84029,  -2.25421,   0.65665
 7.91561,   0.06496,  -0.65632,   7.83232,  -2.16300,   0.65953
 7.91661,   0.07279,  -0.65840,   7.82338,  -2.07268,   0.66241
 7.91761,   0.08060,  -0.66038,   7.81349,  -1.98325,   0.66528
 7.91861,   0.08840,  -0.66227,   7.80269,  -1.89471,   0.66815
 7.91961,   0.09619,  -0.66408,   7.79099,  -1.80706,   0.67101
 7.92061,   0.10397,  -0.66580,   7.77842,  -1.72028,   0.67387
 7.92161,   0.11174,  -0.66744,   7.76500,  -1.63439,   0.67672
 7.92261,   0.11949,  -0.66899,   7.75077,  -1.54937,   0.67957
 7.92361,   0.12722,  -0.67045,   7.73574,  -1.46521,   0.68241
 7.92461,   0.13494,  -0.67183,   7.71993,  -1.38192,   0.68525
 7.92561,   0.14265,  -0.67313,   7.70338,  -1.29950,   0.68808
 7.92661,   0.15033,  -0.67435,   7.68609,  -1.21792,   0.69090
 7.92761,   0.15800,  -0.67549,   7.66810,  -1.13720,   0.69372
 7.92861,   0.16565,  -0.67654,   7.64941,  -1.05733,   0.69653
 7.92961,   0.17328,  -0.67752,   7.63006,  -0.97829,   0.69933
 7.93061,   0.18089,  -0.67842,   7.61006,  -0.90008,   0.70212
 7.93161,   0.18848,  -0.67925,   7.58943,  -0.82270,   0.70491
 7.93261,   0.19605,  -0.67999,   7.56818,  -0.74615,   0.70769
 7.93361,   0.20360,  -0.68066,   7.54635,  -0.67040,   0.71046
 7.93461,   0.21112,  -0.68126,   7.52393,  -0.59547,   0.71322
 7.93561,   0.21862,  -0.68178,   7.50096,  -0.52134,   0.71597
 7.93661,   0.22610,  -0.68223,   7.47744,  -0.44800,   0.71872
 7.93761,   0.23355,  -0.68260,   7.45340,  -0.37546,   0.72145
 7.93861,   0.24098,  -0.68291,   7.42885,  -0.30369,   0.72418
 7.93961,   0.24838,  -0.68314,   7.40380,  -0.23271,   0.72689
 7.94061,   0.25576,  -0.68330,   7.37827,  -0.16249,   0.72960
 7.94161,   0.26311,  -0.68339,   7.35227,  -0.09303,   0.73230
 7.94261,   0.27044,  -0.68342,   7.32582,  -0.02433,   0.73498
 7.94361,   0.27774,  -0.68337,   7.29893,   0.04363,   0.73766
 7.94461,   0.28501,  -0.68326,   7.27161,   0.11084,   0.74032
 7.94561,   0.29225,  -0.68309,   7.24388,   0.17732,   0.74298
 7.94661,   0.29947,  -0.68284,   7.21575,   0.24307,   0.74563
 7.94761,   0.30666,  -0.68254,   7.18723,   0.30810,   0.74826
 7.94861,   0.31382,  -0.68216,   7.15833,   0.37242,   0.75088
 7.94961,   0.32094,  -0.68173,   7.12907,   0.43603,   0.75350
 7.95061,   0.32804,  -0.68123,   7.09945,   0.49894,   0.75610
 7.95161,   0.33511,  -0.68067,   7.06949,   0.56116,   0.75869
 7.95261,   0.34215,  -0.68004,   7.03919,   0.62269,   0.76127
 7.95361,   0.34916,  -0.67936,   7.00858,   0.68354,   0.76384
 7.95461,   0.35614,  -0.67862,   6.97765,   0.74373,   0.76639
 7.95561,   0.36309,  -0.67781,   6.94641,   0.80324,   0.76894
 7.95661,   0.37000,  -0.67695,   6.91488,   0.86210,   0.77147
 7.95761,   0.37688,  -0.67603,   6.88307,   0.92030,   0.77399
 7.95861,   0.38373,  -0.67505,   6.85098,   0.97786,   0.77650
 7.95961,   0.39055,  -0.67402,   6.81862,   1.03479,   0.77899
 7.96061,   0.39734,  -0.67293,   6.78601,   1.09107,   0.78148
 7.96161,   0.40409,  -0.67178,   6.75314,   1.14674,   0.78395
 7.96261,   0.41081,  -0.67058,   6.72003,   1.20178,   0.78641
 7.96361,   0.41750,  -0.66932,   6.68668,   1.25622,   0.78886
 7.96461,   0.42415,  -0.66801,   6.65311,   1.31004,   0.79129
 7.96561,   0.43077,  -0.66665,   6.61931,   1.36327,   0.79372
 7.96661,   0.43736,  -0.66523,   6.58530,   1.41590,   0.79613
 7.96761,   0.44391,  -0.66377,   6.55108,   1.46795,   0.79852
 7.96861,   0.45042,  -0.66225,   6.51666,   1.51942,   0.80091
 7.96960,   0.45691,  -0.66068,   6.48205,   1.57031,   0.80328
 7.97060,   0.46335,  -0.65905,   6.44725,   1.62063,   0.80564
 7.97160,   0.46977,  -0.65738,   6.41227,   1.67038,   0.80798
 7.97260,   0.47614,  -0.65567,   6.37711,   1.71959,   0.81031
 7.97360,   0.48249,  -0.65390,   6.34178,   1.76824,   0.81263
 7.97460,   0.48879,  -0.65208,   6.30628,   1.81634,   0.81494
 7.97560,   0.49506,  -0.65022,   6.27063,   1.86390,   0.81723
 7.97660,   0.50130,  -0.64831,   6.23482,   1.91093,   0.81951
 7.97760,   0.50750,  -0.64635,   6.19886,   1.95744,   0.82178
 7.97860,   0.51366,  -0.64434,   6.16276,   2.00342,   0.82403
 7.97960,   0.51979,  -0.64230,   6.12652,   2.04888,   0.82627
 7.98060,   0.52588,  -0.64020,   6.09015,   2.09383,   0.82849
 7.98160,   0.53193,  -0.63806,   6.05364,   2.13827,   0.83071
 7.98260,   0.53795,  -0.63588,   6.01701,   2.18221,   0.83291
 7.98360,   0.54393,  -0.63366,   5.98025,   2.22566,   0.83509
 7.98460,   0.54987,  -0.63139,   5.94338,   2.26862,   0.83726
 7.98560,   0.55578,  -0.62908,   5.90639,   2.31108,   0.83942
 7.98660,   0.56165,  -0.62672,   5.86930,   2.35307,   0.84156
 7.98760,   0.56748,  -0.62433,   5.83210,   2.39458,   0.84369
 7.98860,   0.57327,  -0.62189,   5.79479,   2.43563,   0.84581
 7.98960,   0.57903,  -0.61942,   5.75739,   2.47620,   0.84791
 7.99060,   0.58475,  -0.61690,   5.71989,   2.51631,   0.85000
 7.99160,   0.59043,  -0.61434,   5.68230,   2.55597,   0.85207
 7.99260,   0.59608,  -0.61175,   5.64462,   2.59518,   0.85413
 7.99360,   0.60168,  -0.60912,   5.60686,   2.63393,   0.85618
 7.99460,   0.60725,  -0.60644,   5.56901,   2.67225,   0.85821
 7.99560,   0.61278,  -0.60373,   5.53108,   2.71012,   0.86023
 7.99660,   0.61828,  -0.60099,   5.49308,   2.74757,   0.86223
 7.99760,   0.62373,  -0.59820,   5.45500,   2.78458,   0.86423
 7.99860,   0.62915,  -0.59538,   5.41685,   2.82117,   0.86620
 7.99960,   0.63453,  -0.59252,   5.37864,   2.85733,   0.86816
 8.00060,   0.63987,  -0.58963,   5.34035,   2.89308,   0.87011
 8.00160,   0.64517,  -0.58670,   5.30201,   2.92842,   0.87204
 8.00260,   0.65043,  -0.58374,   5.26360,   2.96334,   0.87396
 8.00360,   0.65566,  -0.58074,   5.22513,   2.99787,   0.87587
 8.00460,   0.66084,  -0.57771,   5.18661,   3.03199,   0.87776
 8.00560,   0.66599,  -0.57464,   5.14803,   3.06571,   0.87964
 8.00661,   0.67110,  -0.57154,   5.10940,   3.09904,   0.88150
 8.00761,   0.67617,  -0.56841,   5.07072,   3.13198,   0.88335
 8.00861,   0.68120,  -0.56525,   5.03200,   3.16454,   0.88518
 8.00961,   0.68620,  -0.56205,   4.99322,   3.19671,   0.88700
 8.01061,   0.69115,  -0.55882,   4.95440,   3.22851,   0.88880
 8.01161,   0.69607,  -0.55556,   4.91554,   3.25993,   0.89059
 8.01261,   0.70094,  -0.55227,   4.87664,   3.29098,   0.89237
 8.01361,   0.70578,  -0.54895,   4.83770,   3.32166,   0.89413
 8.01461,   0.71058,  -0.54560,   4.79872,   3.35198,   0.89588
 8.01561,   0.71534,  -0.54221,   4.75971,   3.38193,   0.89761
 8.01661,   0.72006,  -0.53880,   4.72066,   3.41153,   0.89933
 8.01761,   0.72474,  -0.53536,   4.68158,   3.44077,   0.90104
 8.01861,   0.72939,  -0.53189,   4.64246,   3.46967,   0.90273
 8.01961,   0.73399,  -0.52839,   4.60332,   3.49821,   0.90440
 8.02061,   0.73855,  -0.52487,   4.56415,   3.52641,   0.90606
 8.02161,   0.74308,  -0.52131,   4.52495,   3.55427,   0.90771
 8.02261,   0.74756,  -0.51773,   4.48573,   3.58179,   0.90934
 8.02361,   0.75201,  -0.51412,   4.44648,   3.60897,   0.91096
 8.02461,   0.75642,  -0.51049,   4.40721,   3.63582,   0.91256
 8.02561,   0.76079,  -0.50683,   4.36791,   3.66234,   0.91415
 8.02661,   0.76511,  -0.50314,   4.32859,   3.68853,   0.91572
 8.02761,   0.76940,  -0.49942,   4.28926,   3.71440,   0.91728
 8.02861,   0.77365,  -0.49568,   4.24990,   3.73994,   0.91883
 8.02961,   0.77786,  -0.49192,   4.21053,   3.76517,   0.92036
 8.03061,   0.78203,  -0.48813,   4.17114,   3.79008,   0.92187
 8.03162,   0.78617,  -0.48431,   4.13173,   3.81468,   0.92337
 8.03262,   0.79026,  -0.48047,   4.09231,   3.83896,   0.92486
 8.03362,   0.79431,  -0.47661,   4.05287,   3.86294,   0.92633
 8.03462,   0.79832,  -0.47272,   4.01342,   3.88661,   0.92779
 8.03562,   0.80230,  -0.46881,   3.97396,   3.90998,   0.92923
 8.03662,   0.80623,  -0.46488,   3.93448,   3.93305,   0.93066
 8.03762,   0.81013,  -0.46092,   3.89499,   3.95581,   0.93207
 8.03862,   0.81398,  -0.45695,   3.85550,   3.97829,   0.93347
 8.03962,   0.81780,  -0.45295,   3.81599,   4.00046,   0.93486
 8.04062,   0.82158,  -0.44892,   3.77648,   4.02235,   0.93623
 8.04162,   0.82531,  -0.44488,   3.73695,   4.04395,   0.93758
 8.04262,   0.82901,  -0.44081,   3.69742,   4.06526,   0.93892
 8.04362,   0.83267,  -0.43673,   3.65788,   4.08628,   0.94025
 8.04462,   0.83629,  -0.43262,   3.61833,   4.10702,   0.94156
 8.04562,   0.83987,  -0.42849,   3.57878,   4.12748,   0.94286
 8.04662,   0.84341,  -0.42435,   3.53922,   4.14767,   0.94414
 8.04762,   0.84690,  -0.42018,   3.49966,   4.16757,   0.94541
 8.04862,   0.85036,  -0.41599,   3.46009,   4.18720,   0.94666
 8.04962,   0.85379,  -0.41178,   3.42052,   4.20656,   0.94790
 8.05062,   0.85717,  -0.40756,   3.38095,   4.22565,   0.94913
 8.05162,   0.86051,  -0.40331,   3.34137,   4.24447,   0.95033
 8.05262,   0.86381,  -0.39905,   3.30179,   4.26302,   0.95153
 8.05362,   0.86707,  -0.39477,   3.26221,   4.28130,   0.95271
 8.05462,   0.87029,  -0.39047,   3.22262,   4.29933,   0.95388
 8.05562,   0.87348,  -0.38615,   3.18303,   4.31709,   0.95503
 8.05663,   0.87662,  -0.38182,   3.14345,   4.33459,   0.95616
 8.05763,   0.87972,  -0.37747,   3.10386,   4.35183,   0.95729
 8.05863,   0.88279,  -0.37310,   3.06427,   4.36882,   0.95839
 8.05963,   0.88581,  -0.36871,   3.02468,   4.38555,   0.95949
 8.06063,   0.88880,  -0.36431,   2.98509,   4.40203,   0.96057
 8.06163,   0.89174,  -0.35989,   2.94550,   4.41826,   0.96163
 8.06263,   0.89465,  -0.35546,   2.90591,   4.43424,   0.96268
 8.06363,   0.89752,  -0.35101,   2.86632,   4.44996,   0.96371
 8.06463,   0.90034,  -0.34654,   2.82673,   4.46545,   0.96473
 8.06563,   0.90313,  -0.34206,   2.78715,   4.48068,   0.96574
 8.06663,   0.90588,  -0.33757,   2.74756,   4.49568,   0.96673
 8.06763,   0.90859,  -0.33306,   2.70798,   4.51043,   0.96771
 8.06863,   0.91125,  -0.32853,   2.66840,   4.52494,   0.96867
 8.06963,   0.91388,  -0.32399,   2.62882,   4.53921,   0.96961
 8.07063,   0.91647,  -0.31944,   2.58924,   4.55324,   0.97055
 8.07163,   0.91902,  -0.31487,   2.54966,   4.56703,   0.97147
 8.07263,   0.92153,  -0.31029,   2.51009,   4.58059,   0.97237
 8.07363,   0.92400,  -0.30570,   2.47052,   4.59391,   0.97326
 8.07463,   0.92643,  -0.30109,   2.43095,   4.60701,   0.97413
 8.07563,   0.92882,  -0.29647,   2.39138,   4.61986,   0.97499
 8.07663,   0.93118,  -0.29184,   2.35182,   4.63249,   0.97584
 8.07763,   0.93349,  -0.28719,   2.31226,   4.64489,   0.97667
 8.07863,   0.93576,  -0.28254,   2.27270,   4.65706,   0.97748
 8.07963,   0.93799,  -0.27787,   2.23315,   4.66900,   0.97829
 8.08064,   0.94019,  -0.27319,   2.19360,   4.68072,   0.97907
 8.08164,   0.94234,  -0.26849,   2.15405,   4.69221,   0.97985
 8.08264,   0.94446,  -0.26379,   2.11450,   4.70348,   0.98060
 8.08364,   0.94653,  -0.25908,   2.07496,   4.71452,   0.98135
 8.08464,   0.94857,  -0.25435,   2.03542,   4.72535,   0.98208
 8.08564,   0.95056,  -0.24962,   1.99589,   4.73595,   0.98279
 8.08664,   0.95252,  -0.24487,   1.95635,   4.74633,   0.98349
 8.08764,   0.95444,  -0.24011,   1.91682,   4.75649,   0.98418
 8.08864,   0.95631,  -0.23535,   1.87730,   4.76643,   0.98485
 8.08964,   0.95815,  -0.23057,   1.83777,   4.77616,   0.98550
 8.09064,   0.95995,  -0.22578,   1.79825,   4.78567,   0.98614
 8.09164,   0.96171,  -0.22099,   1.75874,   4.79496,   0.98677
 8.09264,   0.96343,  -0.21618,   1.71922,   4.80404,   0.98738
 8.09364,   0.96511,  -0.21137,   1.67971,   4.81291,   0.98798
 8.09464,   0.96675,  -0.20655,   1.64020,   4.82156,   0.98857
 8.09564,   0.96835,  -0.20172,   1.60070,   4.83000,   0.98914
 8.09664,   0.96991,  -0.19688,   1.56120,   4.83823,   0.98969
 8.09764,   0.97143,  -0.19204,   1.52170,   4.84625,   0.99023
 8.09864,   0.97291,  -0.18718,   1.48220,   4.85406,   0.99076
 8.09964,   0.97436,  -0.18232,   1.44270,   4.86166,   0.99127
 8.10064,   0.97576,  -0.17745,   1.40321,   4.86905,   0.99176
 8.10164,   0.97712,  -0.17258,   1.36372,   4.87623,   0.99225
 8.10264,   0.97845,  -0.16769,   1.32424,   4.88320,   0.99271
 8.10364,   0.97973,  -0.16280,   1.28475,   4.88997,   0.99317
 8.10464,   0.98098,  -0.15791,   1.24527,   4.89653,   0.99360
 8.10565,   0.98218,  -0.15300,   1.20579,   4.90288,   0.99403
 8.10665,   0.98335,  -0.14809,   1.16631,   4.90903,   0.99444
 8.10765,   0.98448,  -0.14318,   1.12684,   4.91498,   0.99483
 8.10865,   0.98556,  -0.13826,   1.08736,   4.92072,   0.99521
 8.10965,   0.98661,  -0.13333,   1.04789,   4.92626,   0.99558
 8.11065,   0.98762,  -0.12840,   1.00842,   4.93159,   0.99593
 8.11165,   0.98859,  -0.12346,   0.96895,   4.93672,   0.99627
 8.11265,   0.98952,  -0.11852,   0.92948,   4.94165,   0.99659
 8.11365,   0.99041,  -0.11358,   0.89001,   4.94638,   0.99690
 8.11465,   0.99126,  -0.10862,   0.85055,   4.95090,   0.99719
 8.11565,   0.99207,  -0.10367,   0.81108,   4.95523,   0.99747
